placeDcid,placeName,Date:Count_Person_WhiteAlone,Value:Count_Person_WhiteAlone,Source:Count_Person_WhiteAlone
geoId/19101,Jefferson County,2022,13514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19103,Johnson County,2022,121054,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19105,Jones County,2022,19264,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19107,Keokuk County,2022,9682,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19109,Kossuth County,2022,13841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19111,Lee County,2022,30954,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19113,Linn County,2022,196168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19115,Louisa County,2022,9014,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19117,Lucas County,2022,8368,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19119,Lyon County,2022,11453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19121,Madison County,2022,15906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19123,Mahaska County,2022,20657,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19125,Marion County,2022,31774,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19127,Marshall County,2022,31422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19129,Mills County,2022,14137,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19131,Mitchell County,2022,10215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19133,Monona County,2022,8263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19135,Monroe County,2022,7167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19137,Montgomery County,2022,9539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19139,Muscatine County,2022,35899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19141,O'Brien County,2022,12933,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19143,Osceola County,2022,5651,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19145,Page County,2022,14212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19147,Palo Alto County,2022,8262,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19149,Plymouth County,2022,23643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19151,Pocahontas County,2022,6589,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19153,Polk County,2022,393717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19155,Pottawattamie County,2022,83925,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19157,Poweshiek County,2022,17179,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19159,Ringgold County,2022,4459,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19161,Sac County,2022,9359,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19163,Scott County,2022,142560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19165,Shelby County,2022,11080,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19167,Sioux County,2022,32394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19169,Story County,2022,82650,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19171,Tama County,2022,14134,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19173,Taylor County,2022,5380,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19175,Union County,2022,11494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19177,Van Buren County,2022,6982,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19179,Wapello County,2022,30266,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19181,Warren County,2022,49561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19183,Washington County,2022,20693,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19185,Wayne County,2022,6166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19187,Webster County,2022,32373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19189,Winnebago County,2022,9901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19191,Winneshiek County,2022,19165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19193,Woodbury County,2022,81084,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19195,Worth County,2022,7076,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19197,Wright County,2022,11503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20001,Allen County,2022,11440,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20003,Anderson County,2022,7369,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20005,Atchison County,2022,14318,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20007,Barber County,2022,3809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20009,Barton County,2022,21931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20011,Bourbon County,2022,13024,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20013,Brown County,2022,7862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20015,Butler County,2022,60166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20017,Chase County,2022,2337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20019,Chautauqua County,2022,2845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20021,Cherokee County,2022,17212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20023,Cheyenne County,2022,2377,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20025,Clark County,2022,1721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20027,Clay County,2022,7702,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20029,Cloud County,2022,8421,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20031,Coffey County,2022,7862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20033,Comanche County,2022,1782,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20035,Cowley County,2022,29043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20037,Crawford County,2022,35162,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20039,Decatur County,2022,2633,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20041,Dickinson County,2022,17007,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20043,Doniphan County,2022,6830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20045,Douglas County,2022,94930,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20047,Edwards County,2022,2503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20049,Elk County,2022,2267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20051,Ellis County,2022,26212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20053,Ellsworth County,2022,5601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20055,Finney County,2022,23521,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20057,Ford County,2022,22802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20059,Franklin County,2022,23846,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20061,Geary County,2022,22400,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20063,Gove County,2022,2625,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20065,Graham County,2022,2207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20067,Grant County,2022,5634,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20069,Gray County,2022,5289,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20071,Greeley County,2022,1072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20073,Greenwood County,2022,5586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20075,Hamilton County,2022,2055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20077,Harper County,2022,4970,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20079,Harvey County,2022,28957,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20081,Haskell County,2022,2831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20083,Hodgeman County,2022,1715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20085,Jackson County,2022,11283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20087,Jefferson County,2022,17247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20089,Jewell County,2022,2732,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20091,Johnson County,2022,500746,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20093,Kearny County,2022,3241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20095,Kingman County,2022,6912,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20097,Kiowa County,2022,2230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20099,Labette County,2022,17431,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20101,Lane County,2022,1388,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20103,Leavenworth County,2022,66198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20105,Lincoln County,2022,2794,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20107,Linn County,2022,9074,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20109,Logan County,2022,2573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20111,Lyon County,2022,25678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20113,McPherson County,2022,28218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20115,Marion County,2022,11158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20117,Marshall County,2022,9433,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20119,Meade County,2022,3327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20121,Miami County,2022,31811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20123,Mitchell County,2022,5451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20125,Montgomery County,2022,25416,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20127,Morris County,2022,5039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20129,Morton County,2022,2230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20131,Nemaha County,2022,9741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20133,Neosho County,2022,14611,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20135,Ness County,2022,2223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20137,Norton County,2022,4896,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20139,Osage County,2022,14885,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20141,Osborne County,2022,3288,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20143,Ottawa County,2022,5461,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20145,Pawnee County,2022,5527,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20147,Phillips County,2022,4663,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20149,Pottawatomie County,2022,23392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20151,Pratt County,2022,8257,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20153,Rawlins County,2022,2362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20155,Reno County,2022,54445,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20157,Republic County,2022,4505,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20159,Rice County,2022,8066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20161,Riley County,2022,57298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20163,Rooks County,2022,4670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20165,Rush County,2022,2675,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20167,Russell County,2022,6061,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20169,Saline County,2022,47242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20171,Scott County,2022,4342,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20173,Sedgwick County,2022,381239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20175,Seward County,2022,10137,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20177,Shawnee County,2022,139041,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20179,Sheridan County,2022,2259,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20181,Sherman County,2022,5230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20183,Smith County,2022,3394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20185,Stafford County,2022,3646,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20187,Stanton County,2022,1778,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20189,Stevens County,2022,3891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20191,Sumner County,2022,20464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20193,Thomas County,2022,7421,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20195,Trego County,2022,2727,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20197,Wabaunsee County,2022,6425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20199,Wallace County,2022,1362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20201,Washington County,2022,5221,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20203,Wichita County,2022,1695,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20205,Wilson County,2022,8153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20207,Woodson County,2022,2908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20209,Wyandotte County,2022,84386,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21001,Adair County,2022,17444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21003,Allen County,2022,19906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21005,Anderson County,2022,22366,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21007,Ballard County,2022,7162,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21009,Barren County,2022,39938,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21011,Bath County,2022,12170,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21013,Bell County,2022,22897,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21015,Boone County,2022,119240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21017,Bourbon County,2022,17459,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21019,Boyd County,2022,44883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21021,Boyle County,2022,26221,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21023,Bracken County,2022,8090,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21025,Breathitt County,2022,13058,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21027,Breckinridge County,2022,19435,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21029,Bullitt County,2022,76665,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21031,Butler County,2022,11869,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21033,Caldwell County,2022,11418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21035,Calloway County,2022,33622,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21037,Campbell County,2022,85964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21039,Carlisle County,2022,4481,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21041,Carroll County,2022,9557,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21043,Carter County,2022,25518,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21045,Casey County,2022,15228,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21047,Christian County,2022,49743,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21049,Clark County,2022,33626,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21051,Clay County,2022,18736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21053,Clinton County,2022,8828,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21055,Crittenden County,2022,8596,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21057,Cumberland County,2022,5562,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21059,Daviess County,2022,90247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21061,Edmonson County,2022,11621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21063,Elliott County,2022,7080,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21065,Estill County,2022,13599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21067,Fayette County,2022,230704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21069,Fleming County,2022,14385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21071,Floyd County,2022,34503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21073,Franklin County,2022,42223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21075,Fulton County,2022,4601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21077,Gallatin County,2022,7700,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21079,Garrard County,2022,15937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21081,Grant County,2022,23283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21083,Graves County,2022,31928,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21085,Grayson County,2022,25305,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21087,Green County,2022,10610,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21089,Greenup County,2022,34321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21091,Hancock County,2022,8617,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21093,Hardin County,2022,85855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21095,Harlan County,2022,25163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21097,Harrison County,2022,17703,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21099,Hart County,2022,17700,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21101,Henderson County,2022,38740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21103,Henry County,2022,14354,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21105,Hickman County,2022,3879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21107,Hopkins County,2022,40079,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21109,Jackson County,2022,12662,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21111,Jefferson County,2022,526215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21113,Jessamine County,2022,47599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21115,Johnson County,2022,21837,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21117,Kenton County,2022,149427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21119,Knott County,2022,13800,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21121,Knox County,2022,28973,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21123,LaRue County,2022,13644,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21125,Laurel County,2022,60151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21127,Lawrence County,2022,15871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21129,Lee County,2022,6901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21131,Leslie County,2022,10164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21133,Letcher County,2022,20950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21135,Lewis County,2022,12683,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21137,Lincoln County,2022,22818,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21139,Livingston County,2022,8620,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21141,Logan County,2022,24789,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21143,Lyon County,2022,7856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21145,McCracken County,2022,56261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21147,McCreary County,2022,15247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21149,McLean County,2022,8802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21151,Madison County,2022,83656,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21153,Magoffin County,2022,11404,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21155,Marion County,2022,17460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21157,Marshall County,2022,30654,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21159,Martin County,2022,10071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21161,Mason County,2022,15028,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21163,Meade County,2022,27188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21165,Menifee County,2022,6076,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21167,Mercer County,2022,20811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21169,Metcalfe County,2022,9800,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21171,Monroe County,2022,10718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21173,Montgomery County,2022,26276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21175,Morgan County,2022,12764,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21177,Muhlenberg County,2022,28586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21179,Nelson County,2022,42608,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21181,Nicholas County,2022,7295,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21183,Ohio County,2022,22431,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21185,Oldham County,2022,60436,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21187,Owen County,2022,10588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21189,Owsley County,2022,3705,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21191,Pendleton County,2022,13798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21193,Perry County,2022,26590,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21195,Pike County,2022,55991,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21197,Powell County,2022,12389,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21199,Pulaski County,2022,62178,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21201,Robertson County,2022,2163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21203,Rockcastle County,2022,15742,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21205,Rowan County,2022,23425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21207,Russell County,2022,16876,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21209,Scott County,2022,49806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21211,Shelby County,2022,39988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21213,Simpson County,2022,16639,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21215,Spencer County,2022,18612,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21217,Taylor County,2022,23781,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21219,Todd County,2022,10560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21221,Trigg County,2022,12457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21223,Trimble County,2022,7966,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21225,Union County,2022,11941,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21227,Warren County,2022,107134,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21229,Washington County,2022,10603,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21231,Wayne County,2022,18280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21233,Webster County,2022,11643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21235,Whitley County,2022,35222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21237,Wolfe County,2022,6474,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/21239,Woodford County,2022,24095,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22001,Acadia Parish,2022,45230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22003,Allen Parish,2022,16916,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22005,Ascension Parish,2022,85412,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/22007,Assumption Parish,2022,13836,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
