placeDcid,placeName,Date:Count_Person_BelowPovertyLevelInThePast12Months,Value:Count_Person_BelowPovertyLevelInThePast12Months,Source:Count_Person_BelowPovertyLevelInThePast12Months
geoId/45071,Newberry County,2022,5699,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45073,Oconee County,2022,12239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45075,Orangeburg County,2022,20224,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45077,Pickens County,2022,20880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45079,Richland County,2022,65215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45081,Saluda County,2022,3348,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45083,Spartanburg County,2022,46447,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45085,Sumter County,2022,16820,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45087,Union County,2022,5624,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45089,Williamsburg County,2022,6901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/45091,York County,2022,23474,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46003,Aurora County,2022,128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46005,Beadle County,2022,1811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46007,Bennett County,2022,991,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46009,Bon Homme County,2022,630,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46011,Brookings County,2022,3922,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46013,Brown County,2022,3923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46015,Brule County,2022,707,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46017,Buffalo County,2022,673,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46019,Butte County,2022,841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46021,Campbell County,2022,86,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46023,Charles Mix County,2022,2049,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46025,Clark County,2022,351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46027,Clay County,2022,2670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46029,Codington County,2022,3060,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46031,Corson County,2022,1687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46033,Custer County,2022,693,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46035,Davison County,2022,2906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46037,Day County,2022,789,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46039,Deuel County,2022,244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46041,Dewey County,2022,1609,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46043,Douglas County,2022,394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46045,Edmunds County,2022,282,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46047,Fall River County,2022,1315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46049,Faulk County,2022,494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46051,Grant County,2022,724,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46053,Gregory County,2022,503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46055,Haakon County,2022,183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46057,Hamlin County,2022,445,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46059,Hand County,2022,232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46061,Hanson County,2022,207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46063,Harding County,2022,75,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46065,Hughes County,2022,1676,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46067,Hutchinson County,2022,701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46069,Hyde County,2022,85,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46071,Jackson County,2022,1058,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46073,Jerauld County,2022,163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46075,Jones County,2022,149,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46077,Kingsbury County,2022,470,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46079,Lake County,2022,1035,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46081,Lawrence County,2022,2794,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46083,Lincoln County,2022,4201,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46085,Lyman County,2022,919,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46087,McCook County,2022,464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46089,McPherson County,2022,279,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46091,Marshall County,2022,319,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46093,Meade County,2022,2156,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46095,Mellette County,2022,935,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46097,Miner County,2022,236,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46099,Minnehaha County,2022,16775,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46101,Moody County,2022,599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46102,Oglala Lakota County,2022,7546,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46103,Pennington County,2022,13138,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46105,Perkins County,2022,349,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46107,Potter County,2022,174,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46109,Roberts County,2022,2085,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46111,Sanborn County,2022,201,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46115,Spink County,2022,663,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46117,Stanley County,2022,96,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46119,Sully County,2022,111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46121,Todd County,2022,4794,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46123,Tripp County,2022,1174,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46125,Turner County,2022,780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46127,Union County,2022,1360,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46129,Walworth County,2022,688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46135,Yankton County,2022,1730,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46137,Ziebach County,2022,1015,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47001,Anderson County,2022,11660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47003,Bedford County,2022,6175,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47005,Benton County,2022,2835,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47007,Bledsoe County,2022,3549,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47009,Blount County,2022,11500,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47011,Bradley County,2022,14128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47013,Campbell County,2022,7473,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47015,Cannon County,2022,2168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47017,Carroll County,2022,4502,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47019,Carter County,2022,9896,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47021,Cheatham County,2022,3802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47023,Chester County,2022,2535,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47025,Claiborne County,2022,5621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47027,Clay County,2022,1668,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47029,Cocke County,2022,7158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47031,Coffee County,2022,9700,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47033,Crockett County,2022,2147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47035,Cumberland County,2022,7697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47037,Davidson County,2022,98696,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47039,Decatur County,2022,2168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47041,DeKalb County,2022,3999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47043,Dickson County,2022,5849,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47045,Dyer County,2022,5916,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47047,Fayette County,2022,4041,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47049,Fentress County,2022,3672,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47051,Franklin County,2022,5865,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47053,Gibson County,2022,6864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47055,Giles County,2022,3970,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47057,Grainger County,2022,4118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47059,Greene County,2022,10651,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47061,Grundy County,2022,2422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47063,Hamblen County,2022,10874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47065,Hamilton County,2022,43857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47067,Hancock County,2022,2107,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47069,Hardeman County,2022,3515,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47071,Hardin County,2022,5095,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47073,Hawkins County,2022,9511,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47075,Haywood County,2022,3849,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47077,Henderson County,2022,4923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47079,Henry County,2022,5731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47081,Hickman County,2022,3329,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47083,Houston County,2022,1066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47085,Humphreys County,2022,2233,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47087,Jackson County,2022,2266,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47089,Jefferson County,2022,5920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47091,Johnson County,2022,3465,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47093,Knox County,2022,58167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47095,Lake County,2022,1281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47097,Lauderdale County,2022,4118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47099,Lawrence County,2022,7021,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47101,Lewis County,2022,2339,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47103,Lincoln County,2022,4147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47105,Loudon County,2022,6519,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47107,McMinn County,2022,7109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47109,McNairy County,2022,4263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47111,Macon County,2022,4123,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47113,Madison County,2022,17188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47115,Marion County,2022,4642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47117,Marshall County,2022,5302,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47119,Maury County,2022,8938,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47121,Meigs County,2022,1964,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47123,Monroe County,2022,7235,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47125,Montgomery County,2022,25950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47127,Moore County,2022,640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47129,Morgan County,2022,3897,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47131,Obion County,2022,4867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47133,Overton County,2022,3840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47135,Perry County,2022,1172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47137,Pickett County,2022,1043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47139,Polk County,2022,2222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47141,Putnam County,2022,12497,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47143,Rhea County,2022,5055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47145,Roane County,2022,6466,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47147,Robertson County,2022,7470,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47149,Rutherford County,2022,33248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47151,Scott County,2022,5499,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47153,Sequatchie County,2022,3520,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47155,Sevier County,2022,12864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47157,Shelby County,2022,164861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47159,Smith County,2022,2950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47161,Stewart County,2022,1547,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47163,Sullivan County,2022,23761,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47165,Sumner County,2022,18315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47167,Tipton County,2022,6509,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47169,Trousdale County,2022,1044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47171,Unicoi County,2022,2880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47173,Union County,2022,3110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47175,Van Buren County,2022,1012,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47177,Warren County,2022,6818,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47179,Washington County,2022,20237,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47181,Wayne County,2022,2837,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47183,Weakley County,2022,5796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47185,White County,2022,4605,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47187,Williamson County,2022,10337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47189,Wilson County,2022,12172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48001,Anderson County,2022,7117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48003,Andrews County,2022,2177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48005,Angelina County,2022,13536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48007,Aransas County,2022,4241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48009,Archer County,2022,1054,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48011,Armstrong County,2022,109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48013,Atascosa County,2022,6837,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48015,Austin County,2022,3593,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48017,Bailey County,2022,851,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48019,Bandera County,2022,2968,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48021,Bastrop County,2022,11454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48023,Baylor County,2022,395,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48025,Bee County,2022,4703,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48027,Bell County,2022,52988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48029,Bexar County,2022,299972,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48031,Blanco County,2022,1122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48033,Borden County,2022,11,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48035,Bosque County,2022,2084,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48037,Bowie County,2022,15117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48039,Brazoria County,2022,27271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48041,Brazos County,2022,52720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48043,Brewster County,2022,1445,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48045,Briscoe County,2022,311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48047,Brooks County,2022,2176,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48049,Brown County,2022,4822,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48051,Burleson County,2022,2205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48053,Burnet County,2022,3806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48055,Caldwell County,2022,6144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48057,Calhoun County,2022,1826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48059,Callahan County,2022,1203,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48061,Cameron County,2022,106182,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48063,Camp County,2022,2689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48065,Carson County,2022,432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48067,Cass County,2022,5220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48069,Castro County,2022,908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48071,Chambers County,2022,6406,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48073,Cherokee County,2022,7847,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48075,Childress County,2022,802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48077,Clay County,2022,925,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48079,Cochran County,2022,640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48081,Coke County,2022,524,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48083,Coleman County,2022,1321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48085,Collin County,2022,67718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48087,Collingsworth County,2022,623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48089,Colorado County,2022,1490,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48091,Comal County,2022,9998,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48093,Comanche County,2022,1816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48095,Concho County,2022,385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48097,Cooke County,2022,5479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48099,Coryell County,2022,7092,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48101,Cottle County,2022,397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48103,Crane County,2022,172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48105,Crockett County,2022,269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48107,Crosby County,2022,1192,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48109,Culberson County,2022,480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48111,Dallam County,2022,600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48113,Dallas County,2022,359882,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48115,Dawson County,2022,2624,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48117,Deaf Smith County,2022,2899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48119,Delta County,2022,736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48121,Denton County,2022,66977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48123,DeWitt County,2022,2959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48125,Dickens County,2022,183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48127,Dimmit County,2022,3726,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48129,Donley County,2022,334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48131,Duval County,2022,2017,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48133,Eastland County,2022,2738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48135,Ector County,2022,25297,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48137,Edwards County,2022,315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48139,Ellis County,2022,15850,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48141,El Paso County,2022,165778,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48143,Erath County,2022,6667,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48145,Falls County,2022,2400,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48147,Fannin County,2022,4237,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48149,Fayette County,2022,2451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48151,Fisher County,2022,442,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48153,Floyd County,2022,1016,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48155,Foard County,2022,226,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48157,Fort Bend County,2022,57188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48159,Franklin County,2022,891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48161,Freestone County,2022,2300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48163,Frio County,2022,3039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48165,Gaines County,2022,2708,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48167,Galveston County,2022,37987,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48169,Garza County,2022,663,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48171,Gillespie County,2022,2413,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48173,Glasscock County,2022,56,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48175,Goliad County,2022,698,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48177,Gonzales County,2022,2540,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48179,Gray County,2022,3316,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48181,Grayson County,2022,15361,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48183,Gregg County,2022,19907,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48185,Grimes County,2022,3719,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48187,Guadalupe County,2022,14956,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48189,Hale County,2022,5596,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48191,Hall County,2022,519,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48193,Hamilton County,2022,1377,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48195,Hansford County,2022,434,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48197,Hardeman County,2022,390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48199,Hardin County,2022,7506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48201,Harris County,2022,737681,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48203,Harrison County,2022,10946,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48205,Hartley County,2022,270,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48207,Haskell County,2022,773,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48209,Hays County,2022,30750,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48211,Hemphill County,2022,204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48213,Henderson County,2022,11986,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48215,Hidalgo County,2022,239276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
