placeDcid,placeName,Date:Count_Person_BelowPovertyLevelInThePast12Months,Value:Count_Person_BelowPovertyLevelInThePast12Months,Source:Count_Person_BelowPovertyLevelInThePast12Months
geoId/18011,Boone County,2022,4050,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18013,Brown County,2022,1246,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18015,Carroll County,2022,1468,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18017,Cass County,2022,5117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18019,Clark County,2022,11609,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18021,Clay County,2022,2806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18023,Clinton County,2022,2877,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18025,Crawford County,2022,2283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18027,Daviess County,2022,3150,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18029,Dearborn County,2022,4230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18031,Decatur County,2022,2477,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18033,DeKalb County,2022,4274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18035,Delaware County,2022,21600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18037,Dubois County,2022,4111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18039,Elkhart County,2022,24427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18041,Fayette County,2022,3761,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18043,Floyd County,2022,7359,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18045,Fountain County,2022,1965,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18047,Franklin County,2022,1669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18049,Fulton County,2022,2977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18051,Gibson County,2022,3210,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18053,Grant County,2022,11670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18055,Greene County,2022,4257,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18057,Hamilton County,2022,14697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18059,Hancock County,2022,3889,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18061,Harrison County,2022,2976,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18063,Hendricks County,2022,8968,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18065,Henry County,2022,6271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18067,Howard County,2022,9910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18069,Huntington County,2022,3923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18071,Jackson County,2022,5607,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18073,Jasper County,2022,2427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18075,Jay County,2022,2725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18077,Jefferson County,2022,3979,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18079,Jennings County,2022,3745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18081,Johnson County,2022,11886,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18083,Knox County,2022,4520,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18085,Kosciusko County,2022,7023,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18087,LaGrange County,2022,2261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18089,Lake County,2022,72391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18091,LaPorte County,2022,15485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18093,Lawrence County,2022,4742,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18095,Madison County,2022,17600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18097,Marion County,2022,146353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18099,Marshall County,2022,4919,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18101,Martin County,2022,1372,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18103,Miami County,2022,5306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18105,Monroe County,2022,25891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18107,Montgomery County,2022,4640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18109,Morgan County,2022,5994,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18111,Newton County,2022,1718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18113,Noble County,2022,3366,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18115,Ohio County,2022,592,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18117,Orange County,2022,2852,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18119,Owen County,2022,2568,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18121,Parke County,2022,2366,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18123,Perry County,2022,2143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18125,Pike County,2022,1321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18127,Porter County,2022,15779,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18129,Posey County,2022,2490,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18131,Pulaski County,2022,1566,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18133,Putnam County,2022,2869,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18135,Randolph County,2022,3134,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18137,Ripley County,2022,2738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18139,Rush County,2022,1923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18141,St. Joseph County,2022,37546,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18143,Scott County,2022,3705,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18145,Shelby County,2022,5701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18147,Spencer County,2022,1415,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18149,Starke County,2022,3144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18151,Steuben County,2022,3063,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18153,Sullivan County,2022,2263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18155,Switzerland County,2022,1624,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18157,Tippecanoe County,2022,32688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18159,Tipton County,2022,1821,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18161,Union County,2022,418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18163,Vanderburgh County,2022,24763,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18165,Vermillion County,2022,2263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18167,Vigo County,2022,19702,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18169,Wabash County,2022,3194,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18171,Warren County,2022,1045,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18173,Warrick County,2022,3815,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18175,Washington County,2022,3626,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18177,Wayne County,2022,10246,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18179,Wells County,2022,1748,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18181,White County,2022,2109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18183,Whitley County,2022,3090,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19001,Adair County,2022,736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19003,Adams County,2022,341,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19005,Allamakee County,2022,1594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19007,Appanoose County,2022,2104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19009,Audubon County,2022,652,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19011,Benton County,2022,2089,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19013,Black Hawk County,2022,19808,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19015,Boone County,2022,1956,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19017,Bremer County,2022,1541,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19019,Buchanan County,2022,1764,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19021,Buena Vista County,2022,1391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19023,Butler County,2022,1669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19025,Calhoun County,2022,832,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19027,Carroll County,2022,1587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19029,Cass County,2022,1973,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19031,Cedar County,2022,1418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19033,Cerro Gordo County,2022,3929,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19035,Cherokee County,2022,1506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19037,Chickasaw County,2022,740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19039,Clarke County,2022,1611,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19041,Clay County,2022,1845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19043,Clayton County,2022,2194,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19045,Clinton County,2022,5649,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19047,Crawford County,2022,2759,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19049,Dallas County,2022,5657,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19051,Davis County,2022,843,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19053,Decatur County,2022,1011,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19055,Delaware County,2022,1152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19057,Des Moines County,2022,5557,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19059,Dickinson County,2022,1086,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19061,Dubuque County,2022,9479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19063,Emmet County,2022,1096,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19065,Fayette County,2022,2232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19067,Floyd County,2022,1673,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19069,Franklin County,2022,1353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19071,Fremont County,2022,489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19073,Greene County,2022,999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19075,Grundy County,2022,724,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19077,Guthrie County,2022,1061,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19079,Hamilton County,2022,1144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19081,Hancock County,2022,1046,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19083,Hardin County,2022,1355,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19085,Harrison County,2022,1092,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19087,Henry County,2022,2125,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19089,Howard County,2022,805,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19091,Humboldt County,2022,1267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19093,Ida County,2022,785,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19095,Iowa County,2022,1490,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19097,Jackson County,2022,1967,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19099,Jasper County,2022,3183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19101,Jefferson County,2022,2074,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19103,Johnson County,2022,24647,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19105,Jones County,2022,2218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19107,Keokuk County,2022,1207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19109,Kossuth County,2022,1514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19111,Lee County,2022,4092,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19113,Linn County,2022,21239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19115,Louisa County,2022,1072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19117,Lucas County,2022,1422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19119,Lyon County,2022,459,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19121,Madison County,2022,1007,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19123,Mahaska County,2022,2552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19125,Marion County,2022,2438,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19127,Marshall County,2022,4294,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19129,Mills County,2022,996,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19131,Mitchell County,2022,688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19133,Monona County,2022,1040,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19135,Monroe County,2022,805,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19137,Montgomery County,2022,1461,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19139,Muscatine County,2022,4937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19141,O'Brien County,2022,1683,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19143,Osceola County,2022,760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19145,Page County,2022,1918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19147,Palo Alto County,2022,913,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19149,Plymouth County,2022,1433,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19151,Pocahontas County,2022,626,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19153,Polk County,2022,50072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19155,Pottawattamie County,2022,10317,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19157,Poweshiek County,2022,1828,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19159,Ringgold County,2022,369,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19161,Sac County,2022,831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19163,Scott County,2022,20277,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19165,Shelby County,2022,1011,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19167,Sioux County,2022,2039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19169,Story County,2022,16953,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19171,Tama County,2022,2513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19173,Taylor County,2022,496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19175,Union County,2022,1401,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19177,Van Buren County,2022,788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19179,Wapello County,2022,6001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19181,Warren County,2022,3135,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19183,Washington County,2022,1655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19185,Wayne County,2022,847,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19187,Webster County,2022,4151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19189,Winnebago County,2022,779,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19191,Winneshiek County,2022,1601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19193,Woodbury County,2022,13876,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19195,Worth County,2022,537,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19197,Wright County,2022,1810,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20001,Allen County,2022,1841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20003,Anderson County,2022,1004,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20005,Atchison County,2022,2149,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20007,Barber County,2022,809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20009,Barton County,2022,3592,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20011,Bourbon County,2022,1785,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20013,Brown County,2022,1347,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20015,Butler County,2022,5088,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20017,Chase County,2022,216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20019,Chautauqua County,2022,587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20021,Cherokee County,2022,2615,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20023,Cheyenne County,2022,392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20025,Clark County,2022,220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20027,Clay County,2022,899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20029,Cloud County,2022,1024,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20031,Coffey County,2022,923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20033,Comanche County,2022,152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20035,Cowley County,2022,4519,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20037,Crawford County,2022,7742,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20039,Decatur County,2022,329,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20041,Dickinson County,2022,1601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20043,Doniphan County,2022,768,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20045,Douglas County,2022,18017,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20047,Edwards County,2022,378,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20049,Elk County,2022,362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20051,Ellis County,2022,4223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20053,Ellsworth County,2022,471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20055,Finney County,2022,4791,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20057,Ford County,2022,3959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20059,Franklin County,2022,2100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20061,Geary County,2022,6544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20063,Gove County,2022,173,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20065,Graham County,2022,238,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20067,Grant County,2022,387,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20069,Gray County,2022,228,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20071,Greeley County,2022,101,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20073,Greenwood County,2022,903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20075,Hamilton County,2022,198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20077,Harper County,2022,825,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20079,Harvey County,2022,3163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20081,Haskell County,2022,332,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20083,Hodgeman County,2022,152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20085,Jackson County,2022,1036,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20087,Jefferson County,2022,1096,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20089,Jewell County,2022,543,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20091,Johnson County,2022,31858,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20093,Kearny County,2022,607,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20095,Kingman County,2022,570,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20097,Kiowa County,2022,116,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20099,Labette County,2022,2988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20101,Lane County,2022,137,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20103,Leavenworth County,2022,7711,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20105,Lincoln County,2022,368,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20107,Linn County,2022,1105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20109,Logan County,2022,269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20111,Lyon County,2022,5034,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20113,McPherson County,2022,3020,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20115,Marion County,2022,970,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20117,Marshall County,2022,1036,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20119,Meade County,2022,276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20121,Miami County,2022,2347,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20123,Mitchell County,2022,854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20125,Montgomery County,2022,5146,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20127,Morris County,2022,582,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20129,Morton County,2022,345,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20131,Nemaha County,2022,863,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20133,Neosho County,2022,2286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20135,Ness County,2022,276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20137,Norton County,2022,420,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20139,Osage County,2022,1726,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20141,Osborne County,2022,454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20143,Ottawa County,2022,589,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20145,Pawnee County,2022,642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20147,Phillips County,2022,799,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20149,Pottawatomie County,2022,1821,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20151,Pratt County,2022,1005,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20153,Rawlins County,2022,274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20155,Reno County,2022,7243,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20157,Republic County,2022,465,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20159,Rice County,2022,854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20161,Riley County,2022,13920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20163,Rooks County,2022,218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20165,Rush County,2022,368,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20167,Russell County,2022,1143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20169,Saline County,2022,6293,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20171,Scott County,2022,379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20173,Sedgwick County,2022,70351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20175,Seward County,2022,2918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20177,Shawnee County,2022,22395,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20179,Sheridan County,2022,186,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20181,Sherman County,2022,590,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20183,Smith County,2022,256,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20185,Stafford County,2022,436,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
