placeDcid,placeName,Date:Median_Income_Person,Value:Median_Income_Person,Source:Median_Income_Person
geoId/13091,Dodge County,2022,26239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13093,Dooly County,2022,26573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13095,Dougherty County,2022,26154,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13097,Douglas County,2022,38484,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13099,Early County,2022,23719,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13101,Echols County,2022,29726,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13103,Effingham County,2022,39095,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13105,Elbert County,2022,28238,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13107,Emanuel County,2022,25947,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13109,Evans County,2022,27845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13111,Fannin County,2022,27828,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13113,Fayette County,2022,47426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13115,Floyd County,2022,29997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13117,Forsyth County,2022,54588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13119,Franklin County,2022,28220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13121,Fulton County,2022,47400,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13123,Gilmer County,2022,32482,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13125,Glascock County,2022,30398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13127,Glynn County,2022,32858,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13129,Gordon County,2022,31617,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13131,Grady County,2022,28486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13133,Greene County,2022,32910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13135,Gwinnett County,2022,39346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13137,Habersham County,2022,29158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13139,Hall County,2022,34831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13141,Hancock County,2022,20659,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13143,Haralson County,2022,33497,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13145,Harris County,2022,36996,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13147,Hart County,2022,31585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13149,Heard County,2022,28879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13151,Henry County,2022,40563,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13153,Houston County,2022,40304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13155,Irwin County,2022,27910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13157,Jackson County,2022,36410,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13159,Jasper County,2022,31988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13161,Jeff Davis County,2022,25385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13163,Jefferson County,2022,27401,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13165,Jenkins County,2022,20518,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13167,Johnson County,2022,26075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13169,Jones County,2022,34112,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13171,Lamar County,2022,32320,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13173,Lanier County,2022,26373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13175,Laurens County,2022,25736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13177,Lee County,2022,40872,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13179,Liberty County,2022,32277,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13181,Lincoln County,2022,26634,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13183,Long County,2022,34695,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13185,Lowndes County,2022,30868,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13187,Lumpkin County,2022,28559,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13189,McDuffie County,2022,29416,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13191,McIntosh County,2022,25177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13193,Macon County,2022,19684,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13195,Madison County,2022,29918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13197,Marion County,2022,29409,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13199,Meriwether County,2022,27544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13201,Miller County,2022,27798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13205,Mitchell County,2022,26471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13207,Monroe County,2022,35319,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13209,Montgomery County,2022,23879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13211,Morgan County,2022,35573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13213,Murray County,2022,29842,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13215,Muscogee County,2022,31376,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13217,Newton County,2022,33063,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13219,Oconee County,2022,47587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13221,Oglethorpe County,2022,31263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13223,Paulding County,2022,41250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13225,Peach County,2022,29888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13227,Pickens County,2022,34430,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13229,Pierce County,2022,28326,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13231,Pike County,2022,40241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13233,Polk County,2022,30931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13235,Pulaski County,2022,23830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13237,Putnam County,2022,35022,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13239,Quitman County,2022,25000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13241,Rabun County,2022,29508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13243,Randolph County,2022,20381,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13245,Richmond County,2022,28490,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13247,Rockdale County,2022,35712,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13249,Schley County,2022,28007,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13251,Screven County,2022,26569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13253,Seminole County,2022,27488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13255,Spalding County,2022,29982,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13257,Stephens County,2022,26715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13259,Stewart County,2022,25242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13261,Sumter County,2022,25216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13263,Talbot County,2022,26006,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13265,Taliaferro County,2022,28241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13267,Tattnall County,2022,21924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13269,Taylor County,2022,22568,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13271,Telfair County,2022,19936,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13273,Terrell County,2022,25522,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13275,Thomas County,2022,30813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13277,Tift County,2022,29552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13279,Toombs County,2022,27027,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13281,Towns County,2022,26036,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13283,Treutlen County,2022,22496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13285,Troup County,2022,29577,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13287,Turner County,2022,23483,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13289,Twiggs County,2022,30057,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13291,Union County,2022,29177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13293,Upson County,2022,26788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13295,Walker County,2022,28414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13297,Walton County,2022,36958,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13299,Ware County,2022,27505,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13301,Warren County,2022,24505,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13303,Washington County,2022,24922,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13305,Wayne County,2022,27145,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13307,Webster County,2022,19607,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13309,Wheeler County,2022,19885,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13311,White County,2022,29602,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13313,Whitfield County,2022,30730,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13315,Wilcox County,2022,25310,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13317,Wilkes County,2022,26621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13319,Wilkinson County,2022,25922,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13321,Worth County,2022,29602,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/15001,Hawaii County,2022,36000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/15003,Honolulu County,2022,43570,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/15005,Kalawao County,2022,42500,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/15007,Kauai County,2022,38105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/15009,Maui County,2022,41393,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16001,Ada County,2022,40617,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16003,Adams County,2022,28872,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16005,Bannock County,2022,30946,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16007,Bear Lake County,2022,28923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16009,Benewah County,2022,28999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16011,Bingham County,2022,30418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16013,Blaine County,2022,38280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16015,Boise County,2022,33152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16017,Bonner County,2022,30066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16019,Bonneville County,2022,31800,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16021,Boundary County,2022,28484,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16023,Butte County,2022,28832,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16025,Camas County,2022,32679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16027,Canyon County,2022,32220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16029,Caribou County,2022,28247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16031,Cassia County,2022,32096,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16033,Clark County,2022,29479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16035,Clearwater County,2022,29152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16037,Custer County,2022,27672,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16039,Elmore County,2022,32324,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16041,Franklin County,2022,28208,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16043,Fremont County,2022,28902,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16045,Gem County,2022,30041,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16047,Gooding County,2022,27136,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16049,Idaho County,2022,28447,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16051,Jefferson County,2022,33126,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16053,Jerome County,2022,30884,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16055,Kootenai County,2022,34950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16057,Latah County,2022,28618,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16059,Lemhi County,2022,24425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16061,Lewis County,2022,27737,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16063,Lincoln County,2022,30273,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16065,Madison County,2022,12232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16067,Minidoka County,2022,31597,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16069,Nez Perce County,2022,34488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16071,Oneida County,2022,32926,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16073,Owyhee County,2022,28212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16075,Payette County,2022,32817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16077,Power County,2022,29934,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16079,Shoshone County,2022,25215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16081,Teton County,2022,43998,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16083,Twin Falls County,2022,31240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16085,Valley County,2022,27684,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/16087,Washington County,2022,25160,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17001,Adams County,2022,36158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17003,Alexander County,2022,25580,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17005,Bond County,2022,32100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17007,Boone County,2022,36920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17009,Brown County,2022,37868,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17011,Bureau County,2022,33298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17013,Calhoun County,2022,29840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17015,Carroll County,2022,32594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17017,Cass County,2022,33910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17019,Champaign County,2022,34092,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17021,Christian County,2022,32901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17023,Clark County,2022,36446,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17025,Clay County,2022,32924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17027,Clinton County,2022,41097,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17029,Coles County,2022,29422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17031,Cook County,2022,41271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17033,Crawford County,2022,34443,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17035,Cumberland County,2022,34639,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17037,DeKalb County,2022,33165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17039,De Witt County,2022,36286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17041,Douglas County,2022,34678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17043,DuPage County,2022,49768,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17045,Edgar County,2022,31711,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17047,Edwards County,2022,32985,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17049,Effingham County,2022,37781,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17051,Fayette County,2022,28704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17053,Ford County,2022,33373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17055,Franklin County,2022,28227,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17057,Fulton County,2022,32440,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17059,Gallatin County,2022,31133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17061,Greene County,2022,29811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17063,Grundy County,2022,45398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17065,Hamilton County,2022,32195,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17067,Hancock County,2022,34542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17069,Hardin County,2022,28762,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17071,Henderson County,2022,34762,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17073,Henry County,2022,36643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17075,Iroquois County,2022,33239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17077,Jackson County,2022,26124,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17079,Jasper County,2022,35815,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17081,Jefferson County,2022,32441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17083,Jersey County,2022,34923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17085,Jo Daviess County,2022,38281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17087,Johnson County,2022,31816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17089,Kane County,2022,41711,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17091,Kankakee County,2022,33825,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17093,Kendall County,2022,48131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17095,Knox County,2022,29089,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17097,Lake County,2022,44793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17099,LaSalle County,2022,36030,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17101,Lawrence County,2022,31444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17103,Lee County,2022,34436,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17105,Livingston County,2022,36291,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17107,Logan County,2022,35662,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17109,McDonough County,2022,25698,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17111,McHenry County,2022,45617,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17113,McLean County,2022,40142,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17115,Macon County,2022,35132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17117,Macoupin County,2022,34404,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17119,Madison County,2022,38449,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17121,Marion County,2022,32037,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17123,Marshall County,2022,34258,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17125,Mason County,2022,33183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17127,Massac County,2022,27908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17129,Menard County,2022,43792,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17131,Mercer County,2022,36721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17133,Monroe County,2022,47216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17135,Montgomery County,2022,31353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17137,Morgan County,2022,34847,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17139,Moultrie County,2022,36021,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17141,Ogle County,2022,37222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17143,Peoria County,2022,36070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17145,Perry County,2022,29626,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17147,Piatt County,2022,43701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17149,Pike County,2022,32554,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17151,Pope County,2022,29688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17153,Pulaski County,2022,24826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17155,Putnam County,2022,36643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17157,Randolph County,2022,35002,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17159,Richland County,2022,33116,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17161,Rock Island County,2022,35841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17163,St. Clair County,2022,36450,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17165,Saline County,2022,29669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17167,Sangamon County,2022,41399,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17169,Schuyler County,2022,31300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17171,Scott County,2022,36741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17173,Shelby County,2022,35677,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17175,Stark County,2022,33642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17177,Stephenson County,2022,31822,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17179,Tazewell County,2022,40183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17181,Union County,2022,29902,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17183,Vermilion County,2022,32990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17185,Wabash County,2022,30782,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17187,Warren County,2022,33470,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17189,Washington County,2022,39941,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17191,Wayne County,2022,30862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17193,White County,2022,28272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17195,Whiteside County,2022,34399,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17197,Will County,2022,45110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17199,Williamson County,2022,35251,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17201,Winnebago County,2022,33624,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17203,Woodford County,2022,41510,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18001,Adams County,2022,34553,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18003,Allen County,2022,35630,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18005,Bartholomew County,2022,37973,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18007,Benton County,2022,30578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18009,Blackford County,2022,29288,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18011,Boone County,2022,49888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18013,Brown County,2022,34530,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18015,Carroll County,2022,34242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18017,Cass County,2022,32063,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18019,Clark County,2022,36554,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18021,Clay County,2022,35276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18023,Clinton County,2022,34122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18025,Crawford County,2022,30472,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
