placeDcid,placeName,Date:Count_Household_FamilyHousehold,Value:Count_Household_FamilyHousehold,Source:Count_Household_FamilyHousehold
geoId/48427,Starr County,2022,14539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48429,Stephens County,2022,2256,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48431,Sterling County,2022,344,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48433,Stonewall County,2022,315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48435,Sutton County,2022,845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48437,Swisher County,2022,1390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48439,Tarrant County,2022,513325,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48441,Taylor County,2022,35347,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48443,Terrell County,2022,223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48445,Terry County,2022,2818,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48447,Throckmorton County,2022,337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48449,Titus County,2022,7829,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48451,Tom Green County,2022,29322,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48453,Travis County,2022,302407,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48455,Trinity County,2022,3954,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48457,Tyler County,2022,4640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48459,Upshur County,2022,10864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48461,Upton County,2022,927,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48463,Uvalde County,2022,5992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48465,Val Verde County,2022,12058,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48467,Van Zandt County,2022,16143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48469,Victoria County,2022,23137,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48471,Walker County,2022,13561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48473,Waller County,2022,13392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48475,Ward County,2022,3225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48477,Washington County,2022,9131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48479,Webb County,2022,62267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48481,Wharton County,2022,10457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48483,Wheeler County,2022,1435,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48485,Wichita County,2022,30544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48487,Wilbarger County,2022,2772,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48489,Willacy County,2022,3971,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48491,Williamson County,2022,163835,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48493,Wilson County,2022,14001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48495,Winkler County,2022,2052,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48497,Wise County,2022,18457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48499,Wood County,2022,11973,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48501,Yoakum County,2022,2070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48503,Young County,2022,4936,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48505,Zapata County,2022,3135,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48507,Zavala County,2022,2744,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49001,Beaver County,2022,1888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49003,Box Elder County,2022,14204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49005,Cache County,2022,31746,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49007,Carbon County,2022,5372,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49009,Daggett County,2022,139,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49011,Davis County,2022,88849,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49013,Duchesne County,2022,4988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49015,Emery County,2022,2553,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49017,Garfield County,2022,1369,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49019,Grand County,2022,2521,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49021,Iron County,2022,13390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49023,Juab County,2022,2956,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49025,Kane County,2022,1917,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49027,Millard County,2022,3264,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49029,Morgan County,2022,3125,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49031,Piute County,2022,359,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49033,Rich County,2022,610,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49035,Salt Lake County,2022,276845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49037,San Juan County,2022,3193,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49039,Sanpete County,2022,6539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49041,Sevier County,2022,5660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49043,Summit County,2022,10214,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49045,Tooele County,2022,17751,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49047,Uintah County,2022,8372,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49049,Utah County,2022,151502,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49051,Wasatch County,2022,8951,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49053,Washington County,2022,47937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49055,Wayne County,2022,833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49057,Weber County,2022,65621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50001,Addison County,2022,9084,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50003,Bennington County,2022,8992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50005,Caledonia County,2022,7869,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50007,Chittenden County,2022,38813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50009,Essex County,2022,1653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50011,Franklin County,2022,12744,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50013,Grand Isle County,2022,1934,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50015,Lamoille County,2022,6637,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50017,Orange County,2022,8110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50019,Orleans County,2022,7256,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50021,Rutland County,2022,14608,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50023,Washington County,2022,14976,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50025,Windham County,2022,10485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50027,Windsor County,2022,14357,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51001,Accomack County,2022,9211,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51003,Albemarle County,2022,27331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51005,Alleghany County,2022,3759,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51007,Amelia County,2022,3715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51009,Amherst County,2022,7994,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51011,Appomattox County,2022,4496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51013,Arlington County,2022,50024,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51015,Augusta County,2022,20735,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51017,Bath County,2022,1072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51019,Bedford County,2022,22911,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51021,Bland County,2022,1409,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51023,Botetourt County,2022,9044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51025,Brunswick County,2022,3852,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51027,Buchanan County,2022,5189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51029,Buckingham County,2022,3975,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51031,Campbell County,2022,14710,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51033,Caroline County,2022,8038,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51035,Carroll County,2022,8048,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51036,Charles City County,2022,1745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51037,Charlotte County,2022,2783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51041,Chesterfield County,2022,97317,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51043,Clarke County,2022,3899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51045,Craig County,2022,1376,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51047,Culpeper County,2022,13955,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51049,Cumberland County,2022,2861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51051,Dickenson County,2022,3809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51053,Dinwiddie County,2022,7268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51057,Essex County,2022,2658,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51059,Fairfax County,2022,287539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51061,Fauquier County,2022,19194,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51063,Floyd County,2022,4270,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51065,Fluvanna County,2022,7432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51067,Franklin County,2022,15230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51069,Frederick County,2022,24291,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51071,Giles County,2022,4335,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51073,Gloucester County,2022,10438,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51075,Goochland County,2022,7100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51077,Grayson County,2022,4176,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51079,Greene County,2022,5753,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51081,Greensville County,2022,2163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51083,Halifax County,2022,8424,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51085,Hanover County,2022,30139,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51087,Henrico County,2022,83788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51089,Henry County,2022,11720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51091,Highland County,2022,682,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51093,Isle of Wight County,2022,10846,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51095,James City County,2022,21859,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51097,King and Queen County,2022,1920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51099,King George County,2022,7046,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51101,King William County,2022,5110,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51103,Lancaster County,2022,2738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51105,Lee County,2022,5401,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51107,Loudoun County,2022,108917,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51109,Louisa County,2022,10554,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51111,Lunenburg County,2022,2997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51113,Madison County,2022,3803,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51115,Mathews County,2022,2236,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51117,Mecklenburg County,2022,7860,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51119,Middlesex County,2022,3000,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51121,Montgomery County,2022,19180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51125,Nelson County,2022,3915,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51127,New Kent County,2022,6856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51131,Northampton County,2022,3333,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51133,Northumberland County,2022,3177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51135,Nottoway County,2022,3546,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51137,Orange County,2022,10056,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51139,Page County,2022,6070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51141,Patrick County,2022,4816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51143,Pittsylvania County,2022,16426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51145,Powhatan County,2022,8827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51147,Prince Edward County,2022,4399,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51149,Prince George County,2022,9600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51153,Prince William County,2022,116707,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51155,Pulaski County,2022,8957,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51157,Rappahannock County,2022,1974,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51159,Richmond County,2022,1898,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51161,Roanoke County,2022,25304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51163,Rockbridge County,2022,6314,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51165,Rockingham County,2022,22065,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51167,Russell County,2022,6545,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51169,Scott County,2022,5452,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51171,Shenandoah County,2022,11428,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51173,Smyth County,2022,8104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51175,Southampton County,2022,4648,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51177,Spotsylvania County,2022,37388,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51179,Stafford County,2022,39295,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51181,Surry County,2022,1903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51183,Sussex County,2022,2261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51185,Tazewell County,2022,10760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51187,Warren County,2022,10567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51191,Washington County,2022,14411,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51193,Westmoreland County,2022,4552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51195,Wise County,2022,9488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51197,Wythe County,2022,7760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51199,York County,2022,18805,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51510,Alexandria,2022,34501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51520,Bristol,2022,4166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51530,Buena Vista,2022,1881,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51540,Charlottesville,2022,8805,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51550,Chesapeake,2022,66760,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51570,Colonial Heights,2022,4960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51580,Covington,2022,1520,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51590,Danville,2022,9780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51595,Emporia,2022,1384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51600,Fairfax,2022,5905,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51610,Falls Church,2022,3457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51620,Franklin,2022,2139,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51630,Fredericksburg,2022,5851,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51640,Galax,2022,1604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51650,Hampton,2022,34488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51660,Harrisonburg,2022,8867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51670,Hopewell,2022,5946,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51678,Lexington,2022,911,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51680,Lynchburg,2022,16731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51683,Manassas,2022,9679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51685,Manassas Park,2022,3606,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51690,Martinsville,2022,3106,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51700,Newport News,2022,43547,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51710,Norfolk,2022,52345,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51720,Norton,2022,867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51730,Petersburg,2022,6416,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51735,Poquoson,2022,3838,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51740,Portsmouth,2022,23316,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51750,Radford,2022,2576,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51760,Richmond,2022,44283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51770,Roanoke,2022,22067,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51775,Salem,2022,6248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51790,Staunton,2022,6183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51800,Suffolk,2022,25558,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51810,Virginia Beach,2022,120548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51820,Waynesboro,2022,5238,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51830,Williamsburg,2022,2440,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51840,Winchester,2022,6014,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53001,Adams County,2022,4809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53003,Asotin County,2022,5574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53005,Benton County,2022,51974,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53007,Chelan County,2022,19884,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53009,Clallam County,2022,21104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53011,Clark County,2022,128838,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53013,Columbia County,2022,1189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53015,Cowlitz County,2022,28108,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53017,Douglas County,2022,11579,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53019,Ferry County,2022,1770,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53021,Franklin County,2022,22517,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53023,Garfield County,2022,687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53025,Grant County,2022,23496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53027,Grays Harbor County,2022,18350,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53029,Island County,2022,24018,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53031,Jefferson County,2022,9161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53033,King County,2022,537292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53035,Kitsap County,2022,72211,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53037,Kittitas County,2022,11333,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53039,Klickitat County,2022,5778,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53041,Lewis County,2022,20935,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53043,Lincoln County,2022,3034,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53045,Mason County,2022,16948,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53047,Okanogan County,2022,11486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53049,Pacific County,2022,6478,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53051,Pend Oreille County,2022,3956,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53053,Pierce County,2022,231582,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53055,San Juan County,2022,5333,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53057,Skagit County,2022,34744,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53059,Skamania County,2022,3264,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53061,Snohomish County,2022,211860,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53063,Spokane County,2022,132409,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53065,Stevens County,2022,12679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53067,Thurston County,2022,76069,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53069,Wahkiakum County,2022,1318,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53071,Walla Walla County,2022,14526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53073,Whatcom County,2022,54640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53075,Whitman County,2022,8619,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/53077,Yakima County,2022,61218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54001,Barbour County,2022,3638,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54003,Berkeley County,2022,31209,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54005,Boone County,2022,5425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54007,Braxton County,2022,3132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54009,Brooke County,2022,5496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54011,Cabell County,2022,21573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54013,Calhoun County,2022,1502,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54015,Clay County,2022,2009,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54017,Doddridge County,2022,1621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54019,Fayette County,2022,10561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54021,Gilmer County,2022,1406,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54023,Grant County,2022,2542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54025,Greenbrier County,2022,8468,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54027,Hampshire County,2022,5084,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54029,Hancock County,2022,7694,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54031,Hardy County,2022,3715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54033,Harrison County,2022,15645,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54035,Jackson County,2022,7274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54037,Jefferson County,2022,14813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54039,Kanawha County,2022,46335,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54041,Lewis County,2022,4380,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/54043,Lincoln County,2022,5562,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
