placeDcid,placeName,Date:Count_Household_FamilyHousehold,Value:Count_Household_FamilyHousehold,Source:Count_Household_FamilyHousehold
geoId/17059,Gallatin County,2022,1378,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17061,Greene County,2022,2952,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17063,Grundy County,2022,13880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17065,Hamilton County,2022,2121,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17067,Hancock County,2022,4763,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17069,Hardin County,2022,927,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17071,Henderson County,2022,1844,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17073,Henry County,2022,13274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17075,Iroquois County,2022,7164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17077,Jackson County,2022,11430,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17079,Jasper County,2022,2551,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17081,Jefferson County,2022,9807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17083,Jersey County,2022,5301,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17085,Jo Daviess County,2022,6414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17087,Johnson County,2022,2710,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17089,Kane County,2022,132133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17091,Kankakee County,2022,26164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17093,Kendall County,2022,34225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17095,Knox County,2022,11641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17097,Lake County,2022,183605,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17099,LaSalle County,2022,28922,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17101,Lawrence County,2022,3306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17103,Lee County,2022,8225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17105,Livingston County,2022,9751,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17107,Logan County,2022,6906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17109,McDonough County,2022,5737,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17111,McHenry County,2022,85104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17113,McLean County,2022,39886,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17115,Macon County,2022,25686,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17117,Macoupin County,2022,11721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17119,Madison County,2022,70050,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17121,Marion County,2022,9328,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17123,Marshall County,2022,3212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17125,Mason County,2022,3457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17127,Massac County,2022,3687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17129,Menard County,2022,3720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17131,Mercer County,2022,4467,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17133,Monroe County,2022,9889,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17135,Montgomery County,2022,6858,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17137,Morgan County,2022,7853,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17139,Moultrie County,2022,4031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17141,Ogle County,2022,13740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17143,Peoria County,2022,43823,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17145,Perry County,2022,5292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17147,Piatt County,2022,4628,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17149,Pike County,2022,3512,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17151,Pope County,2022,854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17153,Pulaski County,2022,1129,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17155,Putnam County,2022,1611,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17157,Randolph County,2022,7547,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17159,Richland County,2022,4178,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17161,Rock Island County,2022,37216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17163,St. Clair County,2022,64213,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17165,Saline County,2022,6431,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17167,Sangamon County,2022,49548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17169,Schuyler County,2022,1596,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17171,Scott County,2022,1367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17173,Shelby County,2022,5938,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17175,Stark County,2022,1414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17177,Stephenson County,2022,12016,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17179,Tazewell County,2022,34660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17181,Union County,2022,4111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17183,Vermilion County,2022,17885,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17185,Wabash County,2022,3099,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17187,Warren County,2022,4458,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17189,Washington County,2022,3911,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17191,Wayne County,2022,4528,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17193,White County,2022,3574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17195,Whiteside County,2022,14422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17197,Will County,2022,178878,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17199,Williamson County,2022,17842,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17201,Winnebago County,2022,73115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17203,Woodford County,2022,10379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18001,Adams County,2022,8732,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18003,Allen County,2022,96180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18005,Bartholomew County,2022,21108,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18007,Benton County,2022,2201,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18009,Blackford County,2022,3129,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18011,Boone County,2022,19749,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18013,Brown County,2022,4992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18015,Carroll County,2022,5209,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18017,Cass County,2022,9599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18019,Clark County,2022,31463,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18021,Clay County,2022,7401,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18023,Clinton County,2022,7720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18025,Crawford County,2022,2661,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18027,Daviess County,2022,8124,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18029,Dearborn County,2022,14309,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18031,Decatur County,2022,6812,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18033,DeKalb County,2022,11962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18035,Delaware County,2022,27300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18037,Dubois County,2022,11218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18039,Elkhart County,2022,48447,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18041,Fayette County,2022,6054,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18043,Floyd County,2022,20047,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18045,Fountain County,2022,4549,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18047,Franklin County,2022,6151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18049,Fulton County,2022,5450,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18051,Gibson County,2022,8697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18053,Grant County,2022,16548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18055,Greene County,2022,8495,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18057,Hamilton County,2022,97441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18059,Hancock County,2022,22207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18061,Harrison County,2022,10075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18063,Hendricks County,2022,48446,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18065,Henry County,2022,12100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18067,Howard County,2022,21893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18069,Huntington County,2022,9827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18071,Jackson County,2022,11978,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18073,Jasper County,2022,8720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18075,Jay County,2022,5130,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18077,Jefferson County,2022,8079,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18079,Jennings County,2022,7322,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18081,Johnson County,2022,42397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18083,Knox County,2022,9499,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18085,Kosciusko County,2022,20883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18087,LaGrange County,2022,9802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18089,Lake County,2022,125024,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18091,LaPorte County,2022,27877,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18093,Lawrence County,2022,11857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18095,Madison County,2022,33164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18097,Marion County,2022,215433,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18099,Marshall County,2022,11498,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18101,Martin County,2022,2372,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18103,Miami County,2022,8725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18105,Monroe County,2022,29111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18107,Montgomery County,2022,9747,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18109,Morgan County,2022,19870,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18111,Newton County,2022,3731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18113,Noble County,2022,12158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18115,Ohio County,2022,1738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18117,Orange County,2022,5463,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18119,Owen County,2022,5489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18121,Parke County,2022,3997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18123,Perry County,2022,4567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18125,Pike County,2022,3183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18127,Porter County,2022,45506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18129,Posey County,2022,7357,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18131,Pulaski County,2022,3047,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18133,Putnam County,2022,9483,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18135,Randolph County,2022,6457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18137,Ripley County,2022,7534,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18139,Rush County,2022,4383,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18141,St. Joseph County,2022,63910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18143,Scott County,2022,5890,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18145,Shelby County,2022,11833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18147,Spencer County,2022,5328,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18149,Starke County,2022,5689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18151,Steuben County,2022,8906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18153,Sullivan County,2022,5321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18155,Switzerland County,2022,2373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18157,Tippecanoe County,2022,39174,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18159,Tipton County,2022,4669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18161,Union County,2022,2122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18163,Vanderburgh County,2022,45985,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18165,Vermillion County,2022,4604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18167,Vigo County,2022,24263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18169,Wabash County,2022,8210,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18171,Warren County,2022,2414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18173,Warrick County,2022,17542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18175,Washington County,2022,7632,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18177,Wayne County,2022,17455,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18179,Wells County,2022,7576,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18181,White County,2022,6538,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18183,Whitley County,2022,9707,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19001,Adair County,2022,1893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19003,Adams County,2022,955,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19005,Allamakee County,2022,3689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19007,Appanoose County,2022,3170,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19009,Audubon County,2022,1532,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19011,Benton County,2022,6897,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19013,Black Hawk County,2022,31278,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19015,Boone County,2022,7114,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19017,Bremer County,2022,6630,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19019,Buchanan County,2022,5496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19021,Buena Vista County,2022,4488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19023,Butler County,2022,4147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19025,Calhoun County,2022,2488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19027,Carroll County,2022,5472,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19029,Cass County,2022,3462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19031,Cedar County,2022,5017,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19033,Cerro Gordo County,2022,11247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19035,Cherokee County,2022,3127,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19037,Chickasaw County,2022,3208,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19039,Clarke County,2022,2620,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19041,Clay County,2022,4075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19043,Clayton County,2022,4486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19045,Clinton County,2022,12121,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19047,Crawford County,2022,4370,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19049,Dallas County,2022,25650,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19051,Davis County,2022,2422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19053,Decatur County,2022,2001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19055,Delaware County,2022,4783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19057,Des Moines County,2022,10253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19059,Dickinson County,2022,4766,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19061,Dubuque County,2022,25367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19063,Emmet County,2022,2229,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19065,Fayette County,2022,4924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19067,Floyd County,2022,3965,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19069,Franklin County,2022,2708,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19071,Fremont County,2022,1733,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19073,Greene County,2022,2266,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19075,Grundy County,2022,3503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19077,Guthrie County,2022,3225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19079,Hamilton County,2022,3781,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19081,Hancock County,2022,3165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19083,Hardin County,2022,4354,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19085,Harrison County,2022,4247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19087,Henry County,2022,5115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19089,Howard County,2022,2425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19091,Humboldt County,2022,2571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19093,Ida County,2022,1868,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19095,Iowa County,2022,4379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19097,Jackson County,2022,5462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19099,Jasper County,2022,9825,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19101,Jefferson County,2022,3798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19103,Johnson County,2022,32754,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19105,Jones County,2022,5341,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19107,Keokuk County,2022,2606,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19109,Kossuth County,2022,3734,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19111,Lee County,2022,8922,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19113,Linn County,2022,58150,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19115,Louisa County,2022,3027,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19117,Lucas County,2022,2467,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19119,Lyon County,2022,3159,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19121,Madison County,2022,4397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19123,Mahaska County,2022,5795,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19125,Marion County,2022,9260,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19127,Marshall County,2022,9923,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19129,Mills County,2022,3581,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19131,Mitchell County,2022,2954,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19133,Monona County,2022,2345,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19135,Monroe County,2022,1823,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19137,Montgomery County,2022,2899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19139,Muscatine County,2022,11460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19141,O'Brien County,2022,3578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19143,Osceola County,2022,1583,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19145,Page County,2022,3657,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19147,Palo Alto County,2022,2134,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19149,Plymouth County,2022,7152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19151,Pocahontas County,2022,1805,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19153,Polk County,2022,121906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19155,Pottawattamie County,2022,23649,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19157,Poweshiek County,2022,4435,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19159,Ringgold County,2022,1200,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19161,Sac County,2022,2728,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19163,Scott County,2022,44298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19165,Shelby County,2022,3148,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19167,Sioux County,2022,8916,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19169,Story County,2022,18783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19171,Tama County,2022,4597,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19173,Taylor County,2022,1526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19175,Union County,2022,2981,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19177,Van Buren County,2022,1860,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19179,Wapello County,2022,9261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19181,Warren County,2022,13798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19183,Washington County,2022,6131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19185,Wayne County,2022,1646,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19187,Webster County,2022,8691,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19189,Winnebago County,2022,2721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19191,Winneshiek County,2022,5250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19193,Woodbury County,2022,25848,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19195,Worth County,2022,2129,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19197,Wright County,2022,3501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20001,Allen County,2022,3293,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20003,Anderson County,2022,2205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20005,Atchison County,2022,3857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20007,Barber County,2022,1072,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20009,Barton County,2022,6329,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20011,Bourbon County,2022,3787,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20013,Brown County,2022,2245,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20015,Butler County,2022,18004,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20017,Chase County,2022,706,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20019,Chautauqua County,2022,888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20021,Cherokee County,2022,4900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20023,Cheyenne County,2022,603,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20025,Clark County,2022,484,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20027,Clay County,2022,2219,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20029,Cloud County,2022,2131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
