placeDcid,placeName,Date:Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Value:Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Source:Count_Person_EducationalAttainmentRegularHighSchoolDiploma
geoId/17043,DuPage County,2022,102334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17045,Edgar County,2022,4001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17047,Edwards County,2022,1248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17049,Effingham County,2022,6812,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17051,Fayette County,2022,5118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17053,Ford County,2022,2814,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17055,Franklin County,2022,6919,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17057,Fulton County,2022,7679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17059,Gallatin County,2022,1151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17061,Greene County,2022,3513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17063,Grundy County,2022,10043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17065,Hamilton County,2022,1488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17067,Hancock County,2022,3803,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17069,Hardin County,2022,990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17071,Henderson County,2022,1640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17073,Henry County,2022,10304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17075,Iroquois County,2022,6457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17077,Jackson County,2022,5633,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17079,Jasper County,2022,2202,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17081,Jefferson County,2022,6695,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17083,Jersey County,2022,4901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17085,Jo Daviess County,2022,5013,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17087,Johnson County,2022,2306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17089,Kane County,2022,66337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17091,Kankakee County,2022,22376,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17093,Kendall County,2022,18745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17095,Knox County,2022,9348,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17097,Lake County,2022,80024,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17099,LaSalle County,2022,23043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17101,Lawrence County,2022,2978,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17103,Lee County,2022,7299,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17105,Livingston County,2022,8398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17107,Logan County,2022,6295,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17109,McDonough County,2022,4833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17111,McHenry County,2022,49862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17113,McLean County,2022,20827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17115,Macon County,2022,22142,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17117,Macoupin County,2022,11111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17119,Madison County,2022,43933,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17121,Marion County,2022,7658,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17123,Marshall County,2022,2900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17125,Mason County,2022,3148,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17127,Massac County,2022,3130,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17129,Menard County,2022,2562,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17131,Mercer County,2022,3682,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17133,Monroe County,2022,5316,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17135,Montgomery County,2022,7345,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17137,Morgan County,2022,7658,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17139,Moultrie County,2022,2668,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17141,Ogle County,2022,10336,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17143,Peoria County,2022,28298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17145,Perry County,2022,3961,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17147,Piatt County,2022,3127,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17149,Pike County,2022,3789,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17151,Pope County,2022,1041,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17153,Pulaski County,2022,1271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17155,Putnam County,2022,1334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17157,Randolph County,2022,6626,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17159,Richland County,2022,2871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17161,Rock Island County,2022,24121,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17163,St. Clair County,2022,38319,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17165,Saline County,2022,4015,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17167,Sangamon County,2022,33070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17169,Schuyler County,2022,1672,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17171,Scott County,2022,1412,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17173,Shelby County,2022,5725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17175,Stark County,2022,1267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17177,Stephenson County,2022,8955,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17179,Tazewell County,2022,23870,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17181,Union County,2022,3386,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17183,Vermilion County,2022,16857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17185,Wabash County,2022,2205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17187,Warren County,2022,3219,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17189,Washington County,2022,2705,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17191,Wayne County,2022,3254,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17193,White County,2022,2767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17195,Whiteside County,2022,12527,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17197,Will County,2022,104079,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17199,Williamson County,2022,11625,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17201,Winnebago County,2022,48664,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/17203,Woodford County,2022,6267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18001,Adams County,2022,8232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18003,Allen County,2022,60993,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18005,Bartholomew County,2022,14257,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18007,Benton County,2022,2029,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18009,Blackford County,2022,3529,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18011,Boone County,2022,8042,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18013,Brown County,2022,3548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18015,Carroll County,2022,5353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18017,Cass County,2022,9479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18019,Clark County,2022,23524,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18021,Clay County,2022,6381,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18023,Clinton County,2022,8494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18025,Crawford County,2022,2811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18027,Daviess County,2022,6388,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18029,Dearborn County,2022,12254,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18031,Decatur County,2022,6639,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18033,DeKalb County,2022,10383,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18035,Delaware County,2022,19692,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18037,Dubois County,2022,10098,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18039,Elkhart County,2022,39240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18041,Fayette County,2022,5375,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18043,Floyd County,2022,14292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18045,Fountain County,2022,4467,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18047,Franklin County,2022,5344,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18049,Fulton County,2022,4801,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18051,Gibson County,2022,7791,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18053,Grant County,2022,13475,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18055,Greene County,2022,7237,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18057,Hamilton County,2022,30354,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18059,Hancock County,2022,14298,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18061,Harrison County,2022,9567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18063,Hendricks County,2022,27417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18065,Henry County,2022,12248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18067,Howard County,2022,18534,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18069,Huntington County,2022,9242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18071,Jackson County,2022,10566,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18073,Jasper County,2022,8398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18075,Jay County,2022,5454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18077,Jefferson County,2022,7272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18079,Jennings County,2022,6684,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18081,Johnson County,2022,28365,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18083,Knox County,2022,7205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18085,Kosciusko County,2022,16099,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18087,LaGrange County,2022,5798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18089,Lake County,2022,103724,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18091,LaPorte County,2022,23677,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18093,Lawrence County,2022,9367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18095,Madison County,2022,28930,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18097,Marion County,2022,146513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18099,Marshall County,2022,10079,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18101,Martin County,2022,2536,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18103,Miami County,2022,8809,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18105,Monroe County,2022,13731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18107,Montgomery County,2022,9217,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18109,Morgan County,2022,16556,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18111,Newton County,2022,3723,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18113,Noble County,2022,10049,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18115,Ohio County,2022,1672,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18117,Orange County,2022,5070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18119,Owen County,2022,5395,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18121,Parke County,2022,3513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18123,Perry County,2022,5015,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18125,Pike County,2022,3498,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18127,Porter County,2022,36182,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18129,Posey County,2022,5773,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18131,Pulaski County,2022,3314,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18133,Putnam County,2022,8780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18135,Randolph County,2022,6095,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18137,Ripley County,2022,7491,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18139,Rush County,2022,4507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18141,St. Joseph County,2022,43824,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18143,Scott County,2022,5817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18145,Shelby County,2022,11104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18147,Spencer County,2022,5173,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18149,Starke County,2022,5745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18151,Steuben County,2022,7959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18153,Sullivan County,2022,4816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18155,Switzerland County,2022,2494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18157,Tippecanoe County,2022,24250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18159,Tipton County,2022,3496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18161,Union County,2022,1574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18163,Vanderburgh County,2022,33659,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18165,Vermillion County,2022,3721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18167,Vigo County,2022,18091,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18169,Wabash County,2022,7609,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18171,Warren County,2022,2165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18173,Warrick County,2022,10884,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18175,Washington County,2022,6529,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18177,Wayne County,2022,13797,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18179,Wells County,2022,7166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18181,White County,2022,5722,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/18183,Whitley County,2022,7828,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19001,Adair County,2022,1999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19003,Adams County,2022,854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19005,Allamakee County,2022,3610,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19007,Appanoose County,2022,2684,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19009,Audubon County,2022,1329,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19011,Benton County,2022,5506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19013,Black Hawk County,2022,21433,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19015,Boone County,2022,5422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19017,Bremer County,2022,4592,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19019,Buchanan County,2022,4438,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19021,Buena Vista County,2022,3838,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19023,Butler County,2022,3423,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19025,Calhoun County,2022,2206,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19027,Carroll County,2022,4773,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19029,Cass County,2022,3066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19031,Cedar County,2022,4737,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19033,Cerro Gordo County,2022,9296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19035,Cherokee County,2022,2999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19037,Chickasaw County,2022,3342,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19039,Clarke County,2022,2296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19041,Clay County,2022,3154,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19043,Clayton County,2022,4851,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19045,Clinton County,2022,10194,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19047,Crawford County,2022,3477,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19049,Dallas County,2022,10963,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19051,Davis County,2022,1474,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19053,Decatur County,2022,1545,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19055,Delaware County,2022,4786,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19057,Des Moines County,2022,7793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19059,Dickinson County,2022,3326,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19061,Dubuque County,2022,19653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19063,Emmet County,2022,2026,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19065,Fayette County,2022,4976,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19067,Floyd County,2022,3886,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19069,Franklin County,2022,2475,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19071,Fremont County,2022,1508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19073,Greene County,2022,1894,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19075,Grundy County,2022,2687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19077,Guthrie County,2022,2348,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19079,Hamilton County,2022,3333,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19081,Hancock County,2022,2594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19083,Hardin County,2022,3706,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19085,Harrison County,2022,3482,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19087,Henry County,2022,3854,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19089,Howard County,2022,2456,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19091,Humboldt County,2022,2167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19093,Ida County,2022,1666,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19095,Iowa County,2022,3608,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19097,Jackson County,2022,5250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19099,Jasper County,2022,9596,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19101,Jefferson County,2022,2524,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19103,Johnson County,2022,11984,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19105,Jones County,2022,4867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19107,Keokuk County,2022,2764,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19109,Kossuth County,2022,3205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19111,Lee County,2022,7718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19113,Linn County,2022,35176,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19115,Louisa County,2022,2603,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19117,Lucas County,2022,2326,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19119,Lyon County,2022,2940,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19121,Madison County,2022,3491,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19123,Mahaska County,2022,4688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19125,Marion County,2022,6324,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19127,Marshall County,2022,7679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19129,Mills County,2022,2568,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19131,Mitchell County,2022,2419,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19133,Monona County,2022,2154,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19135,Monroe County,2022,1947,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19137,Montgomery County,2022,2189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19139,Muscatine County,2022,8196,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19141,O'Brien County,2022,3132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19143,Osceola County,2022,1477,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19145,Page County,2022,3953,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19147,Palo Alto County,2022,1544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19149,Plymouth County,2022,5748,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19151,Pocahontas County,2022,1653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19153,Polk County,2022,68607,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19155,Pottawattamie County,2022,18265,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19157,Poweshiek County,2022,4264,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19159,Ringgold County,2022,1083,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19161,Sac County,2022,2160,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19163,Scott County,2022,26106,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19165,Shelby County,2022,2641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19167,Sioux County,2022,5891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19169,Story County,2022,7545,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19171,Tama County,2022,4296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19173,Taylor County,2022,1480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19175,Union County,2022,2498,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19177,Van Buren County,2022,1680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19179,Wapello County,2022,7615,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19181,Warren County,2022,8990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19183,Washington County,2022,4989,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19185,Wayne County,2022,1545,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19187,Webster County,2022,7247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19189,Winnebago County,2022,1997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19191,Winneshiek County,2022,4071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19193,Woodbury County,2022,18996,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19195,Worth County,2022,1659,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/19197,Wright County,2022,2789,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20001,Allen County,2022,2581,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20003,Anderson County,2022,1718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20005,Atchison County,2022,3705,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20007,Barber County,2022,884,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20009,Barton County,2022,4348,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/20011,Bourbon County,2022,2323,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
