placeDcid,placeName,Date:Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Value:Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Source:Count_Person_EducationalAttainmentRegularHighSchoolDiploma
geoId/48153,Floyd County,2022,817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48155,Foard County,2022,121,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48157,Fort Bend County,2022,80730,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48159,Franklin County,2022,1588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48161,Freestone County,2022,3767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48163,Frio County,2022,3457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48165,Gaines County,2022,2863,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48167,Galveston County,2022,43984,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48169,Garza County,2022,1033,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48171,Gillespie County,2022,4283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48173,Glasscock County,2022,109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48175,Goliad County,2022,1337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48177,Gonzales County,2022,4688,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48179,Gray County,2022,3242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48181,Grayson County,2022,22287,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48183,Gregg County,2022,19489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48185,Grimes County,2022,4578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48187,Guadalupe County,2022,29289,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48189,Hale County,2022,5025,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48191,Hall County,2022,507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48193,Hamilton County,2022,1779,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48195,Hansford County,2022,532,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48197,Hardeman County,2022,782,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48199,Hardin County,2022,12635,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48201,Harris County,2022,579563,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48203,Harrison County,2022,12213,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48205,Hartley County,2022,941,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48207,Haskell County,2022,1018,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48209,Hays County,2022,28471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48211,Hemphill County,2022,704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48213,Henderson County,2022,15824,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48215,Hidalgo County,2022,104311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48217,Hill County,2022,6642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48219,Hockley County,2022,3302,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48221,Hood County,2022,10103,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48223,Hopkins County,2022,7020,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48225,Houston County,2022,4899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48227,Howard County,2022,6070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48229,Hudspeth County,2022,494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48231,Hunt County,2022,19277,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48233,Hutchinson County,2022,3414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48235,Irion County,2022,246,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48237,Jack County,2022,1479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48239,Jackson County,2022,2879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48241,Jasper County,2022,9462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48243,Jeff Davis County,2022,273,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48245,Jefferson County,2022,44928,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48247,Jim Hogg County,2022,819,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48249,Jim Wells County,2022,7296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48251,Johnson County,2022,33693,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48253,Jones County,2022,3434,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48255,Karnes County,2022,2647,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48257,Kaufman County,2022,22235,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48259,Kendall County,2022,4201,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48261,Kenedy County,2022,9,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48263,Kent County,2022,109,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48265,Kerr County,2022,9155,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48267,Kimble County,2022,685,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48269,King County,2022,53,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48271,Kinney County,2022,587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48273,Kleberg County,2022,4418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48275,Knox County,2022,681,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48277,Lamar County,2022,9451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48279,Lamb County,2022,2562,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48281,Lampasas County,2022,3566,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48283,La Salle County,2022,1448,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48285,Lavaca County,2022,4758,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48287,Lee County,2022,4402,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48289,Leon County,2022,3840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48291,Liberty County,2022,18384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48293,Limestone County,2022,4337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48295,Lipscomb County,2022,544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48297,Live Oak County,2022,1967,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48299,Llano County,2022,3769,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48301,Loving County,2022,10,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48303,Lubbock County,2022,37918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48305,Lynn County,2022,799,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48307,McCulloch County,2022,1356,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48309,McLennan County,2022,35431,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48311,McMullen County,2022,173,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48313,Madison County,2022,2228,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48315,Marion County,2022,2247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48317,Martin County,2022,961,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48319,Mason County,2022,513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48321,Matagorda County,2022,5350,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48323,Maverick County,2022,6501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48325,Medina County,2022,9254,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48327,Menard County,2022,290,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48329,Midland County,2022,18248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48331,Milam County,2022,5382,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48333,Mills County,2022,866,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48335,Mitchell County,2022,1660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48337,Montague County,2022,4781,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48339,Montgomery County,2022,76294,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48341,Moore County,2022,3565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48343,Morris County,2022,2753,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48345,Motley County,2022,272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48347,Nacogdoches County,2022,9065,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48349,Navarro County,2022,8271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48351,Newton County,2022,3725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48353,Nolan County,2022,2435,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48355,Nueces County,2022,55066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48357,Ochiltree County,2022,1620,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48359,Oldham County,2022,302,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48361,Orange County,2022,17689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48363,Palo Pinto County,2022,6147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48365,Panola County,2022,3412,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48367,Parker County,2022,21746,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48369,Parmer County,2022,1342,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48371,Pecos County,2022,3024,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48373,Polk County,2022,10162,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48375,Potter County,2022,17387,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48377,Presidio County,2022,353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48379,Rains County,2022,2717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48381,Randall County,2022,17612,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48383,Reagan County,2022,931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48385,Real County,2022,544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48387,Red River County,2022,2822,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48389,Reeves County,2022,2819,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48391,Refugio County,2022,1792,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48393,Roberts County,2022,189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48395,Robertson County,2022,3918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48397,Rockwall County,2022,10930,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48399,Runnels County,2022,2085,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48401,Rusk County,2022,9198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48403,Sabine County,2022,2163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48405,San Augustine County,2022,2321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48407,San Jacinto County,2022,6225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48409,San Patricio County,2022,11950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48411,San Saba County,2022,1144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48413,Schleicher County,2022,453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48415,Scurry County,2022,2508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48417,Shackelford County,2022,431,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48419,Shelby County,2022,5013,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48421,Sherman County,2022,328,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48423,Smith County,2022,30968,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48425,Somervell County,2022,1703,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48427,Starr County,2022,8300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48429,Stephens County,2022,1488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48431,Sterling County,2022,341,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48433,Stonewall County,2022,324,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48435,Sutton County,2022,659,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48437,Swisher County,2022,1267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48439,Tarrant County,2022,272245,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48441,Taylor County,2022,20515,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48443,Terrell County,2022,231,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48445,Terry County,2022,1956,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48447,Throckmorton County,2022,338,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48449,Titus County,2022,6181,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48451,Tom Green County,2022,17468,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48453,Travis County,2022,110386,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48455,Trinity County,2022,3102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48457,Tyler County,2022,4899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48459,Upshur County,2022,7389,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48461,Upton County,2022,841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48463,Uvalde County,2022,3165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48465,Val Verde County,2022,5901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48467,Van Zandt County,2022,11601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48469,Victoria County,2022,14758,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48471,Walker County,2022,13588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48473,Waller County,2022,8588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48475,Ward County,2022,2472,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48477,Washington County,2022,6763,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48479,Webb County,2022,27189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48481,Wharton County,2022,6829,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48483,Wheeler County,2022,1141,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48485,Wichita County,2022,20566,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48487,Wilbarger County,2022,2170,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48489,Willacy County,2022,3848,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48491,Williamson County,2022,61907,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48493,Wilson County,2022,9241,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48495,Winkler County,2022,1337,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48497,Wise County,2022,13253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48499,Wood County,2022,8283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48501,Yoakum County,2022,995,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48503,Young County,2022,3272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48505,Zapata County,2022,2093,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48507,Zavala County,2022,1249,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49001,Beaver County,2022,1075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49003,Box Elder County,2022,9977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49005,Cache County,2022,12606,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49007,Carbon County,2022,3234,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49009,Daggett County,2022,115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49011,Davis County,2022,40115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49013,Duchesne County,2022,4124,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49015,Emery County,2022,1774,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49017,Garfield County,2022,1013,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49019,Grand County,2022,1352,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49021,Iron County,2022,6487,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49023,Juab County,2022,2153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49025,Kane County,2022,1244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49027,Millard County,2022,2216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49029,Morgan County,2022,1392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49031,Piute County,2022,373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49033,Rich County,2022,317,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49035,Salt Lake County,2022,145389,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49037,San Juan County,2022,2453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49039,Sanpete County,2022,4903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49041,Sevier County,2022,3684,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49043,Summit County,2022,3840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49045,Tooele County,2022,11974,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49047,Uintah County,2022,6115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49049,Utah County,2022,47584,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49051,Wasatch County,2022,3739,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49053,Washington County,2022,22581,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49055,Wayne County,2022,392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/49057,Weber County,2022,41285,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50001,Addison County,2022,6871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50003,Bennington County,2022,6715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50005,Caledonia County,2022,6508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50007,Chittenden County,2022,16873,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50009,Essex County,2022,1671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50011,Franklin County,2022,11696,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50013,Grand Isle County,2022,1613,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50015,Lamoille County,2022,3573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50017,Orange County,2022,6513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50019,Orleans County,2022,6601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50021,Rutland County,2022,13802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50023,Washington County,2022,10046,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50025,Windham County,2022,9059,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/50027,Windsor County,2022,11222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51001,Accomack County,2022,6992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51003,Albemarle County,2022,9804,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51005,Alleghany County,2022,4332,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51007,Amelia County,2022,3664,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51009,Amherst County,2022,6901,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51011,Appomattox County,2022,3768,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51013,Arlington County,2022,10675,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51015,Augusta County,2022,19116,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51017,Bath County,2022,978,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51019,Bedford County,2022,14534,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51021,Bland County,2022,1651,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51023,Botetourt County,2022,7861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51025,Brunswick County,2022,2834,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51027,Buchanan County,2022,4928,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51029,Buckingham County,2022,4215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51031,Campbell County,2022,11305,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51033,Caroline County,2022,7234,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51035,Carroll County,2022,6998,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51036,Charles City County,2022,1827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51037,Charlotte County,2022,2567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51041,Chesterfield County,2022,46829,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51043,Clarke County,2022,2749,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51045,Craig County,2022,1357,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51047,Culpeper County,2022,9992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51049,Cumberland County,2022,1985,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51051,Dickenson County,2022,3391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51053,Dinwiddie County,2022,6268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51057,Essex County,2022,2508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51059,Fairfax County,2022,85218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51061,Fauquier County,2022,10826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51063,Floyd County,2022,3949,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51065,Fluvanna County,2022,4286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51067,Franklin County,2022,11163,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51069,Frederick County,2022,16855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51071,Giles County,2022,4571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51073,Gloucester County,2022,7202,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51075,Goochland County,2022,3408,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51077,Grayson County,2022,3716,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51079,Greene County,2022,3891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51081,Greensville County,2022,1880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51083,Halifax County,2022,7280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51085,Hanover County,2022,16279,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51087,Henrico County,2022,42992,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51089,Henry County,2022,10233,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51091,Highland County,2022,566,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51093,Isle of Wight County,2022,6390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51095,James City County,2022,9537,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51097,King and Queen County,2022,1579,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51099,King George County,2022,4381,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51101,King William County,2022,3599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51103,Lancaster County,2022,2244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51105,Lee County,2022,5056,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51107,Loudoun County,2022,26969,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51109,Louisa County,2022,7946,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51111,Lunenburg County,2022,2309,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51113,Madison County,2022,3168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/51115,Mathews County,2022,1801,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
