placeDcid,placeName,Date:Count_Household_FamilyHousehold,Value:Count_Household_FamilyHousehold,Source:Count_Household_FamilyHousehold,Date:Count_Household_MarriedCoupleFamilyHousehold,Value:Count_Household_MarriedCoupleFamilyHousehold,Source:Count_Household_MarriedCoupleFamilyHousehold,Date:Count_Household_NonfamilyHousehold,Value:Count_Household_NonfamilyHousehold,Source:Count_Household_NonfamilyHousehold,Date:Count_Household_OtherFamilyHousehold,Value:Count_Household_OtherFamilyHousehold,Source:Count_Household_OtherFamilyHousehold
geoId/37117,Martin County,2022,5888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3616,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37119,Mecklenburg County,2022,264521,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,186725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,182063,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,77796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37121,Mitchell County,2022,4117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3342,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,775,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37123,Montgomery County,2022,6613,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4682,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2892,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37125,Moore County,2022,27861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,22641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13921,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37127,Nash County,2022,24571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,16116,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8455,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37129,New Hanover County,2022,55534,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,43265,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,44441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,12269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37131,Northampton County,2022,4607,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37133,Onslow County,2022,51051,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,39866,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,19958,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11185,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37135,Orange County,2022,33416,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,27474,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,22118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5942,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37137,Pamlico County,2022,3224,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2541,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,683,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37139,Pasquotank County,2022,10361,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5061,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37141,Pender County,2022,15896,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,12731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3165,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37143,Perquimans County,2022,3871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,963,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37145,Person County,2022,10782,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7772,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5357,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3010,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37147,Pitt County,2022,40398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,25613,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,31755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14785,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37149,Polk County,2022,5346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4472,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3195,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37151,Randolph County,2022,37985,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,28442,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,17909,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9543,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37153,Richmond County,2022,10425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4129,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37155,Robeson County,2022,27726,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,16222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11504,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37157,Rockingham County,2022,25232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,17962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13478,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7270,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37159,Rowan County,2022,37830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,27462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,18788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,10368,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37161,Rutherford County,2022,17069,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,12176,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37163,Sampson County,2022,14919,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,10432,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6476,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4487,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37165,Scotland County,2022,7628,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4596,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3076,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37167,Stanly County,2022,16144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,12018,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7629,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4126,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37169,Stokes County,2022,12318,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6675,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2892,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37171,Surry County,2022,19281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14541,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9709,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37173,Swain County,2022,3815,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2631,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1869,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1184,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37175,Transylvania County,2022,9385,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7423,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4968,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37177,Tyrrell County,2022,925,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,681,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37179,Union County,2022,64310,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,53139,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,15961,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11171,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37181,Vance County,2022,10463,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,5660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4420,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37183,Wake County,2022,282074,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,221243,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,148423,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,60831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37185,Warren County,2022,4844,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2928,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2842,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1916,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37187,Washington County,2022,2798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1765,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2099,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1033,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37189,Watauga County,2022,10785,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9016,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,10409,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1769,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37191,Wayne County,2022,30933,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,20762,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,16016,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,10171,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37193,Wilkes County,2022,18026,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,9223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37195,Wilson County,2022,20209,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,13997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,12078,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,6212,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37197,Yadkin County,2022,10195,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8029,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37199,Yancey County,2022,5281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4362,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,919,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38001,Adams County,2022,600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,522,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,78,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38003,Barnes County,2022,2654,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2238,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38005,Benson County,2022,1316,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,804,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,553,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,512,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38007,Billings County,2022,229,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,206,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,91,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,23,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38009,Bottineau County,2022,1595,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1388,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1018,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38011,Bowman County,2022,724,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,593,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38013,Burke County,2022,602,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,550,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,348,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,52,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38015,Burleigh County,2022,24714,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,20244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,15171,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4470,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38017,Cass County,2022,43738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35061,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,35767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,8677,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38019,Cavalier County,2022,894,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,625,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,106,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38021,Dickey County,2022,1204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1002,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,712,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,202,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38023,Divide County,2022,597,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,495,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,308,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38025,Dunn County,2022,899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,752,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38027,Eddy County,2022,555,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,473,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,522,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,82,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38029,Emmons County,2022,855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,635,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,57,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38031,Foster County,2022,918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,828,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,90,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38033,Golden Valley County,2022,509,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,65,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38035,Grand Forks County,2022,15628,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,11931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,15107,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38037,Grant County,2022,632,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,558,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,428,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,74,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38039,Griggs County,2022,571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,356,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,86,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38041,Hettinger County,2022,598,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,484,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,114,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38043,Kidder County,2022,604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,544,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,60,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38045,LaMoure County,2022,1111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,998,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,113,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38047,Logan County,2022,494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,463,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,31,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38049,McHenry County,2022,1535,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,777,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,259,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38051,McIntosh County,2022,678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,596,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,515,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,82,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38053,McKenzie County,2022,3242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2108,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38055,McLean County,2022,2915,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,458,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38057,Mercer County,2022,2394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2051,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1142,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38059,Morton County,2022,8870,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,7364,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,4307,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38061,Mountrail County,2022,2226,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1313,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,555,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38063,Nelson County,2022,741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,648,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,556,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,93,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38065,Oliver County,2022,565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,505,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,60,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38067,Pembina County,2022,1780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1532,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1181,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38069,Pierce County,2022,1018,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,878,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,140,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38071,Ramsey County,2022,2780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38073,Ransom County,2022,1439,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,908,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,197,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38075,Renville County,2022,590,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38077,Richland County,2022,3955,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,3136,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,2826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,819,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38079,Rolette County,2022,2666,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1370,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1002,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,1296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38081,Sargent County,2022,1031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,867,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38083,Sheridan County,2022,384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,310,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,260,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,74,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38085,Sioux County,2022,755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,314,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/38087,Slope County,2022,253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,98,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html,2022,14,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
